user_id,gender,age_group,interest_categories,watch_count,cluster_id,cluster_name,x,y,动漫,学习,宠物,搞笑,游戏,生活,科技,美食,运动,音乐
11,女,31-40岁,学习|科技|搞笑|宠物,71,0,学习提升型用户,-2.0826888101136865,-0.8294373012834024,0.014084507042253521,0.29577464788732394,0.22535211267605634,0.16901408450704225,0.028169014084507043,0.0,0.19718309859154928,0.04225352112676056,0.028169014084507043,0.0
12,女,31-40岁,生活|美食|科技,82,4,生活日常型用户,2.172812251257922,-2.889879620859586,0.012195121951219513,0.036585365853658534,0.0,0.012195121951219513,0.012195121951219513,0.3170731707317073,0.17073170731707318,0.3902439024390244,0.024390243902439025,0.024390243902439025
13,女,18岁以下,运动|游戏|音乐,56,1,运动健康型用户,2.256678858654175,0.9891213649933429,0.0,0.0,0.0,0.03571428571428571,0.23214285714285715,0.017857142857142856,0.05357142857142857,0.017857142857142856,0.42857142857142855,0.21428571428571427
14,男,18-24岁,美食|生活,61,4,生活日常型用户,1.8013216278339237,-2.282591969382114,0.0,0.0,0.01639344262295082,0.01639344262295082,0.0,0.47540983606557374,0.04918032786885246,0.39344262295081966,0.03278688524590164,0.01639344262295082
15,男,40岁以上,动漫|学习,57,2,宠物治愈型用户,-1.963983908591995,-0.41138692151627615,0.45614035087719296,0.42105263157894735,0.0,0.0,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.07017543859649122,0.0,0.0
16,男,18岁以下,科技|搞笑|宠物,48,0,学习提升型用户,-1.3204306734506144,-0.5074077110357791,0.020833333333333332,0.0,0.22916666666666666,0.3958333333333333,0.0,0.020833333333333332,0.25,0.0,0.041666666666666664,0.041666666666666664
17,男,31-40岁,生活|美食|运动,90,4,生活日常型用户,1.8984120832181168,-1.3294875935096477,0.011111111111111112,0.03333333333333333,0.0,0.022222222222222223,0.011111111111111112,0.3,0.022222222222222223,0.24444444444444444,0.3333333333333333,0.022222222222222223
18,男,25-30岁,宠物|动漫|学习,69,2,宠物治愈型用户,-1.432637993465907,0.11819648376911021,0.36231884057971014,0.21739130434782608,0.2318840579710145,0.014492753623188406,0.0,0.028985507246376812,0.014492753623188406,0.028985507246376812,0.07246376811594203,0.028985507246376812
19,女,18岁以下,搞笑|游戏|音乐,59,6,搞笑娱乐型用户,-0.012137448668950817,3.307596480733043,0.0,0.01694915254237288,0.01694915254237288,0.288135593220339,0.3220338983050847,0.0,0.0,0.01694915254237288,0.0,0.3389830508474576
20,女,40岁以上,科技|学习|搞笑|宠物,87,0,学习提升型用户,-2.132738798659956,-0.7321973179353366,0.022988505747126436,0.19540229885057472,0.20689655172413793,0.25287356321839083,0.011494252873563218,0.04597701149425287,0.21839080459770116,0.011494252873563218,0.034482758620689655,0.0
21,男,18-24岁,宠物|动漫,71,3,动漫二次元型用户,-2.0490680019048595,-0.1494655816237208,0.43661971830985913,0.028169014084507043,0.4788732394366197,0.014084507042253521,0.0,0.0,0.0,0.014084507042253521,0.014084507042253521,0.014084507042253521
22,男,40岁以上,学习|搞笑|科技,67,0,学习提升型用户,-1.8588822990311997,-1.1707184065442306,0.0,0.3582089552238806,0.0,0.3283582089552239,0.029850746268656716,0.029850746268656716,0.208955223880597,0.0,0.04477611940298507,0.0
23,男,40岁以上,美食|生活,63,4,生活日常型用户,2.3328144248619473,-2.3524891362967986,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.42857142857142855,0.031746031746031744,0.38095238095238093,0.031746031746031744,0.047619047619047616
24,女,31-40岁,音乐|游戏|美食,65,1,运动健康型用户,1.9789945433729312,1.2312002156925426,0.015384615384615385,0.046153846153846156,0.0,0.015384615384615385,0.24615384615384617,0.0,0.03076923076923077,0.26153846153846155,0.03076923076923077,0.35384615384615387
25,男,18岁以下,学习|科技,65,5,学习提升型用户,-2.0074579605173235,-1.2894090167771162,0.03076923076923077,0.38461538461538464,0.06153846153846154,0.015384615384615385,0.03076923076923077,0.03076923076923077,0.36923076923076925,0.015384615384615385,0.03076923076923077,0.03076923076923077
26,女,18-24岁,科技|搞笑|学习|宠物,72,0,学习提升型用户,-2.2397925414433666,-0.40161315142771525,0.013888888888888888,0.1527777777777778,0.2361111111111111,0.20833333333333334,0.013888888888888888,0.027777777777777776,0.2777777777777778,0.041666666666666664,0.013888888888888888,0.013888888888888888
27,男,25-30岁,搞笑|游戏,85,6,搞笑娱乐型用户,-0.9821076405181486,3.1725890460550197,0.0,0.023529411764705882,0.0,0.47058823529411764,0.4,0.023529411764705882,0.023529411764705882,0.011764705882352941,0.011764705882352941,0.03529411764705882
28,男,18-24岁,游戏|动漫|音乐|搞笑,50,6,搞笑娱乐型用户,-0.34835221757378915,1.7813760539120556,0.32,0.02,0.02,0.16,0.18,0.0,0.0,0.04,0.04,0.22
29,男,31-40岁,科技|学习,60,5,学习提升型用户,-0.9276140414971944,-1.9469401558879091,0.05,0.38333333333333336,0.0,0.0,0.03333333333333333,0.06666666666666667,0.38333333333333336,0.06666666666666667,0.016666666666666666,0.0
30,男,25-30岁,游戏|搞笑|动漫,64,6,搞笑娱乐型用户,-1.0652509584870502,2.364698533575436,0.40625,0.0,0.015625,0.21875,0.3125,0.015625,0.015625,0.0,0.015625,0.0
31,女,31-40岁,音乐|运动,81,7,运动健康型用户,1.9769229893517708,1.1976040173039522,0.06172839506172839,0.037037037037037035,0.024691358024691357,0.0,0.037037037037037035,0.024691358024691357,0.024691358024691357,0.037037037037037035,0.43209876543209874,0.32098765432098764
32,男,40岁以上,宠物|动漫|学习,88,2,宠物治愈型用户,-1.3743730749699605,-0.280508738575472,0.26136363636363635,0.26136363636363635,0.32954545454545453,0.0,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.011363636363636364,0.03409090909090909,0.03409090909090909
33,女,25-30岁,美食|生活,66,4,生活日常型用户,2.3764079059820524,-2.269206466225258,0.015151515151515152,0.045454545454545456,0.030303030303030304,0.0,0.045454545454545456,0.36363636363636365,0.030303030303030304,0.45454545454545453,0.015151515151515152,0.0
34,女,31-40岁,搞笑|动漫|音乐,55,6,搞笑娱乐型用户,0.37175587798350895,1.4496818466667953,0.23636363636363636,0.01818181818181818,0.01818181818181818,0.34545454545454546,0.01818181818181818,0.03636363636363636,0.0,0.03636363636363636,0.01818181818181818,0.2727272727272727
35,男,31-40岁,游戏|搞笑,64,6,搞笑娱乐型用户,0.02595359163415929,2.120150288474121,0.0,0.0,0.015625,0.53125,0.28125,0.015625,0.03125,0.03125,0.0625,0.03125
36,女,25-30岁,搞笑|音乐,51,6,搞笑娱乐型用户,0.17939104973909642,3.4413860128416967,0.0,0.0196078431372549,0.0196078431372549,0.35294117647058826,0.0196078431372549,0.0,0.0196078431372549,0.0196078431372549,0.0,0.5490196078431373
37,男,40岁以上,音乐|运动|游戏,70,1,运动健康型用户,1.557244679958882,2.3071752095639533,0.014285714285714285,0.0,0.02857142857142857,0.014285714285714285,0.2714285714285714,0.014285714285714285,0.014285714285714285,0.0,0.35714285714285715,0.2857142857142857
38,女,25-30岁,学习|宠物|搞笑,72,0,学习提升型用户,-1.3835529204736474,-0.6935222318813973,0.013888888888888888,0.2638888888888889,0.2777777777777778,0.3055555555555556,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.013888888888888888,0.027777777777777776,0.013888888888888888
39,女,31-40岁,动漫|宠物|生活|学习,61,2,宠物治愈型用户,-2.73102247761799,0.6654307067777162,0.26229508196721313,0.21311475409836064,0.14754098360655737,0.0,0.06557377049180328,0.18032786885245902,0.03278688524590164,0.0,0.06557377049180328,0.03278688524590164
40,男,18岁以下,搞笑|游戏|音乐|动漫,102,6,搞笑娱乐型用户,-1.1980681490893235,2.609932489124176,0.18627450980392157,0.029411764705882353,0.029411764705882353,0.24509803921568626,0.21568627450980393,0.0196078431372549,0.029411764705882353,0.00980392156862745,0.0,0.23529411764705882
41,女,18-24岁,宠物|动漫|学习|生活,34,2,宠物治愈型用户,-1.2195071202979046,-0.2371817779681827,0.2647058823529412,0.14705882352941177,0.29411764705882354,0.0,0.058823529411764705,0.11764705882352941,0.029411764705882353,0.0,0.058823529411764705,0.029411764705882353
42,女,25-30岁,动漫|宠物|生活|学习,76,2,宠物治愈型用户,-0.8768012477834242,-0.3368580127945893,0.13157894736842105,0.17105263157894737,0.27631578947368424,0.0,0.013157894736842105,0.2236842105263158,0.013157894736842105,0.02631578947368421,0.02631578947368421,0.11842105263157894
43,女,40岁以上,学习|科技|宠物,76,0,学习提升型用户,-1.6838189257832903,-1.6355193010747464,0.02631578947368421,0.19736842105263158,0.3684210526315789,0.013157894736842105,0.05263157894736842,0.05263157894736842,0.21052631578947367,0.039473684210526314,0.013157894736842105,0.02631578947368421
44,女,31-40岁,科技|学习|搞笑,76,0,学习提升型用户,-1.4673941049720163,-0.31488759623489965,0.0,0.23684210526315788,0.05263157894736842,0.32894736842105265,0.039473684210526314,0.02631578947368421,0.2894736842105263,0.013157894736842105,0.013157894736842105,0.0
45,女,31-40岁,科技|搞笑,49,0,学习提升型用户,-0.8776852927741255,-0.5801879394627109,0.0,0.04081632653061224,0.02040816326530612,0.4897959183673469,0.02040816326530612,0.02040816326530612,0.3877551020408163,0.0,0.0,0.02040816326530612
46,男,40岁以上,动漫|生活,62,2,宠物治愈型用户,-0.5412293012548741,-0.4713919206561374,0.3870967741935484,0.03225806451612903,0.0,0.016129032258064516,0.04838709677419355,0.3709677419354839,0.04838709677419355,0.04838709677419355,0.016129032258064516,0.03225806451612903
47,女,31-40岁,游戏|搞笑|动漫|音乐,63,6,搞笑娱乐型用户,-0.37534500993635905,2.3299257536300986,0.19047619047619047,0.0,0.015873015873015872,0.2698412698412698,0.2222222222222222,0.031746031746031744,0.0,0.015873015873015872,0.0,0.25396825396825395
48,男,40岁以上,美食|生活|运动|科技,49,4,生活日常型用户,1.7436675096030616,-1.7980722392045643,0.0,0.0,0.04081632653061224,0.02040816326530612,0.02040816326530612,0.22448979591836735,0.16326530612244897,0.30612244897959184,0.22448979591836735,0.0
49,男,40岁以上,搞笑|游戏,85,6,搞笑娱乐型用户,-0.22857606976018546,2.162402406448145,0.047058823529411764,0.03529411764705882,0.023529411764705882,0.47058823529411764,0.3176470588235294,0.03529411764705882,0.0,0.03529411764705882,0.023529411764705882,0.011764705882352941
50,男,18岁以下,动漫|宠物,66,3,动漫二次元型用户,-2.5759226025194284,-0.03989640771226379,0.3939393939393939,0.045454545454545456,0.4696969696969697,0.015151515151515152,0.0,0.0,0.015151515151515152,0.045454545454545456,0.015151515151515152,0.0
51,女,40岁以上,美食|生活,84,4,生活日常型用户,1.4886369876361312,-2.195318171081447,0.023809523809523808,0.023809523809523808,0.047619047619047616,0.0,0.011904761904761904,0.4642857142857143,0.011904761904761904,0.35714285714285715,0.023809523809523808,0.03571428571428571
52,女,18-24岁,科技|宠物,54,0,学习提升型用户,-1.2523490428812116,-1.4603281606531746,0.018518518518518517,0.0,0.4074074074074074,0.018518518518518517,0.05555555555555555,0.037037037037037035,0.4074074074074074,0.018518518518518517,0.037037037037037035,0.0
53,男,40岁以上,宠物|动漫,60,3,动漫二次元型用户,-1.6633422391033346,0.9124787951375564,0.45,0.03333333333333333,0.35,0.03333333333333333,0.03333333333333333,0.05,0.0,0.0,0.016666666666666666,0.03333333333333333
54,男,18-24岁,运动|音乐,70,7,运动健康型用户,1.8109176604274755,0.8539543806625981,0.04285714285714286,0.04285714285714286,0.02857142857142857,0.014285714285714285,0.0,0.014285714285714285,0.014285714285714285,0.0,0.45714285714285713,0.38571428571428573
55,男,18岁以下,学习|科技|搞笑|宠物,64,0,学习提升型用户,-2.3743263806263206,-0.5088041743243953,0.046875,0.171875,0.375,0.203125,0.0,0.03125,0.078125,0.015625,0.078125,0.0
56,女,25-30岁,学习|科技|搞笑|宠物,52,0,学习提升型用户,-2.1390108606886513,-1.4959005565850763,0.019230769230769232,0.28846153846153844,0.21153846153846154,0.1346153846153846,0.0,0.0,0.3076923076923077,0.0,0.038461538461538464,0.0
57,男,25-30岁,搞笑|游戏,93,6,搞笑娱乐型用户,-0.29886231611289676,2.4616760496593204,0.03225806451612903,0.021505376344086023,0.021505376344086023,0.41935483870967744,0.43010752688172044,0.021505376344086023,0.03225806451612903,0.0,0.010752688172043012,0.010752688172043012
58,女,40岁以上,科技|学习|搞笑|宠物,65,0,学习提升型用户,-1.8924599952357013,0.2377148643687552,0.0,0.15384615384615385,0.27692307692307694,0.3230769230769231,0.03076923076923077,0.015384615384615385,0.13846153846153847,0.046153846153846156,0.015384615384615385,0.0
59,男,40岁以上,学习|宠物|搞笑|科技,90,0,学习提升型用户,-1.8428085184060639,-0.4991044702843762,0.03333333333333333,0.2,0.2,0.23333333333333334,0.011111111111111112,0.022222222222222223,0.2222222222222222,0.022222222222222223,0.022222222222222223,0.03333333333333333
60,女,31-40岁,运动|音乐|美食|游戏,88,1,运动健康型用户,2.2426779173402687,0.8578866821254791,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.14772727272727273,0.011363636363636364,0.011363636363636364,0.26136363636363635,0.2159090909090909,0.3068181818181818
61,男,25-30岁,游戏|搞笑|音乐|动漫,98,6,搞笑娱乐型用户,-0.41944829066324263,2.4692421046503297,0.1836734693877551,0.0,0.01020408163265306,0.2857142857142857,0.24489795918367346,0.0,0.061224489795918366,0.02040816326530612,0.030612244897959183,0.16326530612244897
62,女,40岁以上,科技|学习|搞笑|宠物,51,0,学习提升型用户,-1.5220028409727169,-0.2854994202311757,0.0392156862745098,0.2549019607843137,0.19607843137254902,0.27450980392156865,0.0196078431372549,0.0392156862745098,0.0784313725490196,0.0196078431372549,0.058823529411764705,0.0196078431372549
63,女,31-40岁,动漫|宠物|生活|学习,90,2,宠物治愈型用户,-1.8806585963278875,-0.2581257406150814,0.26666666666666666,0.2777777777777778,0.14444444444444443,0.011111111111111112,0.022222222222222223,0.2111111111111111,0.0,0.05555555555555555,0.011111111111111112,0.0
64,男,18岁以下,生活|科技,92,4,生活日常型用户,0.5142356824038926,-2.534904723086986,0.021739130434782608,0.021739130434782608,0.043478260869565216,0.03260869565217391,0.010869565217391304,0.32608695652173914,0.45652173913043476,0.021739130434782608,0.021739130434782608,0.043478260869565216
65,男,18-24岁,运动|游戏|美食,75,1,运动健康型用户,1.967342530715671,0.5673621968291609,0.0,0.0,0.02666666666666667,0.02666666666666667,0.24,0.04,0.0,0.29333333333333333,0.3333333333333333,0.04
66,女,25-30岁,美食|生活,68,4,生活日常型用户,2.623414346175433,-2.9629034666940037,0.014705882352941176,0.04411764705882353,0.0,0.0,0.04411764705882353,0.5294117647058824,0.014705882352941176,0.3088235294117647,0.04411764705882353,0.0
67,男,18岁以下,动漫|宠物|生活,69,3,动漫二次元型用户,-1.712301079560918,0.15788775246912498,0.2898550724637681,0.014492753623188406,0.3333333333333333,0.043478260869565216,0.0,0.2028985507246377,0.028985507246376812,0.043478260869565216,0.0,0.043478260869565216
68,女,18岁以下,游戏|音乐,87,1,运动健康型用户,1.1935103677058887,2.736252594382267,0.022988505747126436,0.0,0.011494252873563218,0.0,0.41379310344827586,0.04597701149425287,0.022988505747126436,0.011494252873563218,0.034482758620689655,0.4367816091954023
69,男,31-40岁,动漫|宠物,92,3,动漫二次元型用户,-1.9072951415371349,-0.16977214762517687,0.33695652173913043,0.010869565217391304,0.5434782608695652,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.03260869565217391,0.021739130434782608
70,女,25-30岁,动漫|生活|宠物,53,2,宠物治愈型用户,-1.350589585745361,-0.6382931973107175,0.37735849056603776,0.0,0.16981132075471697,0.0,0.018867924528301886,0.3018867924528302,0.0,0.07547169811320754,0.018867924528301886,0.03773584905660377
71,女,25-30岁,科技|宠物|学习,88,5,学习提升型用户,-2.061935447310823,-1.349184008708298,0.056818181818181816,0.2727272727272727,0.18181818181818182,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.3409090909090909,0.03409090909090909,0.03409090909090909,0.011363636363636364
72,女,40岁以上,动漫|学习|生活|宠物,76,2,宠物治愈型用户,-1.9085585921602588,-1.035417175990501,0.2894736842105263,0.25,0.21052631578947367,0.0,0.013157894736842105,0.18421052631578946,0.013157894736842105,0.0,0.013157894736842105,0.02631578947368421
73,男,18岁以下,音乐|美食|运动|游戏,63,1,运动健康型用户,2.0622879345484857,1.2989752930733427,0.015873015873015872,0.0,0.0,0.031746031746031744,0.20634920634920634,0.015873015873015872,0.06349206349206349,0.2222222222222222,0.25396825396825395,0.19047619047619047
74,男,31-40岁,科技|宠物|学习,70,0,学习提升型用户,-1.9313884885091184,-2.084342146835949,0.04285714285714286,0.2714285714285714,0.2857142857142857,0.04285714285714286,0.014285714285714285,0.014285714285714285,0.2714285714285714,0.02857142857142857,0.0,0.02857142857142857
75,女,31-40岁,游戏|搞笑|动漫|音乐,36,6,搞笑娱乐型用户,-0.4700425016435801,2.0778340244811493,0.16666666666666666,0.027777777777777776,0.027777777777777776,0.19444444444444445,0.25,0.0,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.19444444444444445
76,女,40岁以上,音乐|美食|游戏|运动,79,1,运动健康型用户,1.6579912025929158,0.8088795454478663,0.0379746835443038,0.02531645569620253,0.012658227848101266,0.012658227848101266,0.22784810126582278,0.012658227848101266,0.02531645569620253,0.22784810126582278,0.22784810126582278,0.189873417721519
77,男,18-24岁,搞笑|游戏|音乐,43,6,搞笑娱乐型用户,-0.1911449200908619,2.07635198518262,0.0,0.06976744186046512,0.023255813953488372,0.3023255813953488,0.3023255813953488,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.13953488372093023
78,女,18岁以下,学习|搞笑|科技|宠物,74,0,学习提升型用户,-1.4039522099695128,-1.0820466591951114,0.013513513513513514,0.22972972972972974,0.21621621621621623,0.25675675675675674,0.04054054054054054,0.05405405405405406,0.17567567567567569,0.0,0.0,0.013513513513513514
79,男,18-24岁,学习|宠物,92,0,学习提升型用户,-2.207027608016069,-1.017151938720133,0.010869565217391304,0.43478260869565216,0.40217391304347827,0.0,0.05434782608695652,0.010869565217391304,0.043478260869565216,0.03260869565217391,0.010869565217391304,0.0
80,女,31-40岁,音乐|运动|美食,47,1,运动健康型用户,3.191358620443945,-0.7793600927789159,0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.02127659574468085,0.0425531914893617,0.3829787234042553,0.3191489361702128,0.19148936170212766
81,男,31-40岁,动漫|宠物|生活|学习,47,2,宠物治愈型用户,-1.7973796837507987,-1.2047733464803814,0.2127659574468085,0.23404255319148937,0.14893617021276595,0.0,0.02127659574468085,0.2978723404255319,0.0425531914893617,0.0,0.02127659574468085,0.02127659574468085
82,女,25-30岁,学习|科技|宠物|搞笑,49,0,学习提升型用户,-2.2334715596006247,-0.04136253528092498,0.02040816326530612,0.22448979591836735,0.20408163265306123,0.2857142857142857,0.04081632653061224,0.0,0.14285714285714285,0.04081632653061224,0.04081632653061224,0.0
83,女,31-40岁,运动|音乐|游戏|美食,59,1,运动健康型用户,2.0935869133702725,1.304115002448398,0.01694915254237288,0.01694915254237288,0.0,0.05084745762711865,0.22033898305084745,0.01694915254237288,0.01694915254237288,0.13559322033898305,0.2711864406779661,0.2542372881355932
84,女,18岁以下,科技|学习|宠物,43,0,学习提升型用户,-2.785724811827386,-1.9133945308102507,0.06976744186046512,0.27906976744186046,0.3023255813953488,0.0,0.023255813953488372,0.0,0.3023255813953488,0.0,0.023255813953488372,0.0
85,女,18岁以下,搞笑|游戏|动漫,48,6,搞笑娱乐型用户,-1.2809871857446822,2.095320014316782,0.2916666666666667,0.0,0.0,0.3333333333333333,0.2916666666666667,0.0,0.0,0.041666666666666664,0.020833333333333332,0.020833333333333332
86,女,40岁以上,学习|宠物|搞笑,54,0,学习提升型用户,-1.938105931377275,0.3437171331456125,0.0,0.2777777777777778,0.3333333333333333,0.3148148148148148,0.018518518518518517,0.0,0.0,0.018518518518518517,0.018518518518518517,0.018518518518518517
87,男,18岁以下,科技|搞笑,81,0,学习提升型用户,-1.4400597266571915,-0.17926979647521307,0.012345679012345678,0.012345679012345678,0.024691358024691357,0.5185185185185185,0.024691358024691357,0.024691358024691357,0.3333333333333333,0.0,0.012345679012345678,0.037037037037037035
88,女,18岁以下,运动|音乐|美食,42,1,运动健康型用户,2.6692197676349614,-0.30213252890041475,0.0,0.07142857142857142,0.023809523809523808,0.047619047619047616,0.023809523809523808,0.023809523809523808,0.023809523809523808,0.19047619047619047,0.42857142857142855,0.16666666666666666
89,女,18-24岁,动漫|宠物|学习|生活,63,2,宠物治愈型用户,-1.721255890874122,-0.7033539674471518,0.3492063492063492,0.15873015873015872,0.19047619047619047,0.0,0.015873015873015872,0.25396825396825395,0.0,0.015873015873015872,0.0,0.015873015873015872
90,男,25-30岁,美食|生活|科技|运动,77,4,生活日常型用户,1.4567254247781856,-1.4217988822957828,0.05194805194805195,0.03896103896103896,0.012987012987012988,0.0,0.025974025974025976,0.22077922077922077,0.11688311688311688,0.23376623376623376,0.2597402597402597,0.03896103896103896
91,男,31-40岁,音乐|运动|美食,58,7,运动健康型用户,2.907447865958986,0.1440229446467816,0.0,0.017241379310344827,0.034482758620689655,0.0,0.034482758620689655,0.034482758620689655,0.017241379310344827,0.1896551724137931,0.39655172413793105,0.27586206896551724
92,女,40岁以上,宠物|动漫,99,3,动漫二次元型用户,-2.148726963059188,0.2796561389346643,0.35353535353535354,0.010101010101010102,0.46464646464646464,0.010101010101010102,0.010101010101010102,0.050505050505050504,0.010101010101010102,0.0707070707070707,0.010101010101010102,0.010101010101010102
93,女,18岁以下,生活|科技,65,4,生活日常型用户,0.8055923312512713,-1.7606267723829592,0.0,0.0,0.015384615384615385,0.07692307692307693,0.046153846153846156,0.4,0.3076923076923077,0.07692307692307693,0.046153846153846156,0.03076923076923077
94,女,18-24岁,学习|搞笑,89,0,学习提升型用户,-2.1227870320126114,0.47654736499126704,0.011235955056179775,0.3146067415730337,0.011235955056179775,0.4606741573033708,0.056179775280898875,0.011235955056179775,0.056179775280898875,0.02247191011235955,0.02247191011235955,0.033707865168539325
95,女,25-30岁,游戏|音乐|动漫,58,6,搞笑娱乐型用户,0.22146025884111073,1.9888931672827628,0.3620689655172414,0.017241379310344827,0.0,0.017241379310344827,0.25862068965517243,0.017241379310344827,0.034482758620689655,0.017241379310344827,0.017241379310344827,0.25862068965517243
96,女,18岁以下,学习|科技|宠物,44,0,学习提升型用户,-2.2982348686291294,-1.200594277489775,0.0,0.36363636363636365,0.29545454545454547,0.045454545454545456,0.0,0.045454545454545456,0.18181818181818182,0.045454545454545456,0.0,0.022727272727272728
97,男,31-40岁,宠物|动漫|生活|学习,79,2,宠物治愈型用户,-0.8650233250005167,-0.4213133325224073,0.13924050632911392,0.27848101265822783,0.27848101265822783,0.012658227848101266,0.02531645569620253,0.12658227848101267,0.012658227848101266,0.0379746835443038,0.05063291139240506,0.0379746835443038
98,女,31-40岁,音乐|美食|游戏|运动,78,1,运动健康型用户,1.840596692871822,0.9198383354491146,0.038461538461538464,0.01282051282051282,0.0,0.02564102564102564,0.2564102564102564,0.02564102564102564,0.02564102564102564,0.20512820512820512,0.24358974358974358,0.16666666666666666
99,男,40岁以上,宠物|动漫|学习,77,2,宠物治愈型用户,-1.4122630081828271,-0.04082981406509194,0.3116883116883117,0.2857142857142857,0.2597402597402597,0.012987012987012988,0.025974025974025976,0.025974025974025976,0.012987012987012988,0.012987012987012988,0.025974025974025976,0.025974025974025976
100,男,18-24岁,运动|音乐|美食,57,1,运动健康型用户,2.366711119645061,0.6991577558929356,0.03508771929824561,0.017543859649122806,0.017543859649122806,0.0,0.017543859649122806,0.017543859649122806,0.0,0.3333333333333333,0.24561403508771928,0.3157894736842105
101,女,25-30岁,学习|科技|搞笑|宠物,41,0,学习提升型用户,-1.5306612989778297,-0.9171618545517152,0.0,0.1951219512195122,0.21951219512195122,0.21951219512195122,0.0,0.0,0.2926829268292683,0.024390243902439025,0.024390243902439025,0.024390243902439025
102,男,31-40岁,动漫|生活|学习,85,2,宠物治愈型用户,-1.4997639188728582,-1.043160451431387,0.3411764705882353,0.24705882352941178,0.03529411764705882,0.0,0.011764705882352941,0.3176470588235294,0.011764705882352941,0.011764705882352941,0.011764705882352941,0.011764705882352941
103,男,18-24岁,学习|科技|宠物,56,0,学习提升型用户,-2.168950049313426,-1.651165367867632,0.017857142857142856,0.2857142857142857,0.25,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.35714285714285715,0.0,0.03571428571428571,0.0
104,女,40岁以上,科技|学习|宠物,54,0,学习提升型用户,-2.7753193722157343,-1.4594429068260333,0.037037037037037035,0.3333333333333333,0.2777777777777778,0.05555555555555555,0.018518518518518517,0.0,0.2777777777777778,0.0,0.0,0.0
105,男,31-40岁,搞笑|游戏|音乐|动漫,52,6,搞笑娱乐型用户,-0.07571642947251067,1.707781599354849,0.17307692307692307,0.038461538461538464,0.038461538461538464,0.25,0.25,0.038461538461538464,0.019230769230769232,0.038461538461538464,0.038461538461538464,0.11538461538461539
